,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
171,somniferous,['Rosetta Arroyo'],0.994,0.0912,220000,0.0132,0.941,0,0.101,-31.912,0,0.0372,71.397,4,0.0721,,,0.0721,Sleepy
172,Boötes,['Donald Beaudoin'],0.988,0.067,192500,0.0346,0.939,7,0.122,-29.992,1,0.0535,71.583,4,0.0395,,,0.0395,Sleepy
173,Three Side Quests,['Roman Loukas'],0.986,0.144,210000,0.00838,0.835,6,0.108,-32.585,1,0.0463,78.671,4,0.035,,,0.035,Sleepy
174,Symbols,['Rosa Cania'],0.948,0.224,240917,0.0832,0.921,2,0.0922,-21.754,1,0.0618,68.221,4,0.108,1.0,1.0,0.128,Sleepy
175,Wacht op mij,['Cyrano Brussee'],0.976,0.148,298750,0.0496,0.929,5,0.0839,-26.249,1,0.0442,71.858,4,0.0398,,,0.0398,Sleepy
176,Arp Of Life,['Bjørg Stigbjørnson'],0.841,0.183,198163,0.0367,0.877,0,0.115,-31.018,1,0.0375,70.412,4,0.0389,,,0.0389,Sleepy
177,Liven,['LiKKma'],0.969,0.151,222960,0.0203,0.808,3,0.111,-35.694,1,0.0418,71.651,4,0.0359,0.9644,0.9644,0.0552,Sleepy
178,Sunscape,['Beyond The Last Star'],0.913,0.124,165900,0.243,0.797,0,0.109,-18.699,1,0.0356,77.865,4,0.0501,0.9999,0.9999,0.0701,Sleepy
179,Santa Fe Reflection,['Sleep Tentacles'],0.994,0.242,230000,0.0192,0.885,0,0.102,-31.191,1,0.054,134.542,3,0.0354,,,0.0354,Sleepy
180,Morning Mist Rising,['Shibb'],0.961,0.0685,229737,0.00465,0.883,2,0.109,-34.411,0,0.0498,76.787,5,0.0378,1.0,1.0,0.0578,Sleepy
181,Divine,['Rainbow Rise'],0.84,0.0614,187200,0.0376,0.732,0,0.111,-24.091,1,0.0497,59.507,4,0.0337,0.996,0.996,0.0536,Sleepy
182,Energetic Waves,['Bit Rain'],0.933,0.179,167436,0.00936,0.967,2,0.109,-27.542,1,0.0608,71.497,4,0.032,0.9999,0.9999,0.052,Sleepy
183,Magnetic View,['Polyphonic Grain'],0.827,0.171,217669,0.0755,0.632,5,0.107,-29.598,1,0.0492,74.955,4,0.267,1.0,1.0,0.287,Sleepy
184,we are here,['fragile eyes'],0.975,0.065,203098,0.0016,0.456,1,0.108,-37.279,1,0.0582,75.265,4,0.0352,0.9884,0.9884,0.055,Sleepy
185,Hera,['AEO'],0.282,0.163,165000,0.0583,0.86,9,0.111,-25.988,0,0.0406,64.488,3,0.0372,-0.3818,-0.3818,0.0296,Sleepy
186,Aconitum,['Joel Moin'],0.991,0.131,180000,0.0148,0.954,7,0.0951,-30.974,1,0.0387,66.008,5,0.0345,1.0,1.0,0.0545,Sleepy
187,Green Leaves,['Sounds of Love'],0.568,0.32,201000,0.184,0.909,0,0.112,-24.231,1,0.0509,68.302,3,0.0431,-0.9907,-0.9907,0.0233,Sleepy
188,Wading in dreams,['Elevie J'],0.974,0.155,111522,0.0515,0.952,10,0.106,-26.058,1,0.0434,71.405,3,0.0371,1.0,1.0,0.0571,Sleepy
189,Your Peace,['The Tides'],0.961,0.155,224000,0.00512,0.894,8,0.1,-36.056,0,0.0419,78.206,4,0.183,0.5423,0.5423,0.1938,Sleepy
190,Escape Gravity,['Juni Tinley'],0.857,0.15,171760,0.0586,0.833,3,0.128,-28.755,1,0.0443,137.555,4,0.0357,,,0.0357,Sleepy
191,Expectation,['Serenescapes'],0.817,0.203,186000,0.114,0.792,5,0.118,-25.64,1,0.039,72.395,1,0.0379,,,0.0379,Sleepy
192,Deep Blue Waves,['In Stars Above'],0.988,0.121,173864,0.0179,0.975,0,0.128,-26.012,1,0.0413,84.459,1,0.0864,0.9726,0.9726,0.1059,Sleepy
193,Jupiter Song,['O.A.S.'],0.973,0.111,206997,0.0597,0.964,0,0.105,-28.951,1,0.0414,73.632,4,0.036,0.9996,0.9996,0.056,Sleepy
194,Milky Way,['Light & Sound'],0.895,0.168,183000,0.0467,0.672,1,0.129,-30.132,1,0.0407,70.758,4,0.036,0.8863,0.8863,0.0537,Sleepy
195,Sine One,['Gentle States'],0.988,0.208,177875,0.0218,0.97,9,0.101,-29.66,0,0.0375,70.644,4,0.0334,0.9989,0.9989,0.0534,Sleepy
196,Stability,['Eight Dimentional'],0.726,0.169,175828,0.0279,0.964,0,0.109,-22.02,1,0.0474,88.119,4,0.0337,1.0,1.0,0.0537,Sleepy
197,In Peace,['Donato Manna'],0.971,0.174,212250,0.0422,0.901,1,0.111,-28.743,1,0.0445,66.849,4,0.0891,0.9999,0.9999,0.1091,Sleepy
198,Endless Nights,['Devansh Tushar'],0.96,0.163,178823,0.0145,0.951,2,0.0917,-29.973,1,0.0508,131.103,5,0.039,,,0.039,Sleepy
199,Warm Morning,['The Beautiful Star'],0.98,0.166,199250,0.124,0.961,0,0.112,-25.63,1,0.0453,131.067,4,0.0577,-0.9985,-0.9985,0.0377,Sleepy
200,Sandy Foam,['xerLK'],0.979,0.241,145714,0.0628,0.936,2,0.0865,-26.156,0,0.0488,70.024,3,0.039,,,0.039,Sleepy
