,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
152,In a Charming Dream,['Sergei Andreyev'],0.949,0.275,184085,0.0416,0.875,9,0.0726,-29.603,1,0.0356,63.106,4,0.036,1.0,1.0,0.056,Sleepy
153,Moving On,['Dayonas Dream'],0.989,0.185,184186,0.0321,0.938,9,0.086,-28.884,0,0.0375,59.95,4,0.0547,0.8589,0.8589,0.0719,Sleepy
154,Orison,['Szigeti Aliz'],0.993,0.169,182250,0.0108,0.966,10,0.103,-33.159,1,0.0431,127.361,3,0.0525,,,0.0525,Sleepy
155,Finalement,['Nuit Pluie'],0.996,0.21,176000,0.00315,0.931,5,0.113,-35.76,1,0.0371,66.205,4,0.102,-0.7269,-0.7269,0.0875,Sleepy
156,Fading Light,['Vanessa Van Buren'],0.966,0.198,183231,0.0297,0.866,7,0.0699,-29.651,1,0.0465,124.859,4,0.0523,0.9996,0.9996,0.0723,Sleepy
157,Looking Up,['Sleepy Clouds'],0.935,0.158,152598,0.0375,0.885,5,0.102,-28.03,1,0.0371,133.01,5,0.0958,-0.3968,-0.3968,0.0879,Sleepy
158,Yearning,['Samira Tesfay'],0.989,0.173,144500,0.0074,0.829,8,0.117,-33.416,1,0.0392,75.101,4,0.0395,,,0.0395,Sleepy
159,Fairy Glen,['Leah Day'],0.987,0.0794,169250,0.00348,0.925,10,0.106,-35.36,1,0.0449,83.303,4,0.148,1.0,1.0,0.168,Sleepy
160,Unknown Distance,['Universal Balance'],0.991,0.105,155505,0.0183,0.917,5,0.0872,-31.458,1,0.04,79.413,5,0.0385,1.0,1.0,0.0585,Sleepy
161,Vespers,['Thomas Welker'],0.996,0.233,162926,0.00336,0.966,0,0.119,-30.867,0,0.0396,76.94,4,0.05,1.0,1.0,0.07,Sleepy
162,Étude des Papillons,['Planète Sauvage'],0.995,0.121,227967,0.000584,0.918,6,0.106,-35.964,1,0.0676,69.913,3,0.0341,-0.9987,-0.9987,0.0141,Sleepy
