,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
41,"I Love You, You're The Worst",['Emily Burns'],0.374,0.775,174640,0.521,0.0,6,0.101,-7.5,0,0.266,86.969,4,0.32,-0.9077,-0.9077,0.3018,Aroused
42,Lie To Me,"['5 Seconds of Summer', 'Julia Michaels']",0.0132,0.611,149878,0.52,0.0,0,0.105,-5.445,1,0.0346,159.927,4,0.771,0.9931,0.9931,0.7909,Aroused
43,Holy (feat. Chance The Rapper),"['Justin Bieber', 'Chance the Rapper']",0.196,0.673,212093,0.704,0.0,6,0.0898,-8.056,1,0.36,86.919,4,0.372,0.9833,0.9833,0.3917,Aroused
44,You And I,['LÉON'],0.0024,0.554,224064,0.786,0.0,9,0.148,-4.288,1,0.0491,120.057,4,0.358,-0.8662,-0.8662,0.3407,Aroused
45,I'm Coming,['Tove Lo'],0.00536,0.65,196558,0.625,0.000492,0,0.119,-10.122,0,0.0359,118.966,4,0.296,0.9877,0.9877,0.3158,Aroused
46,There's No Way (feat. Julia Michaels),"['Lauv', 'Julia Michaels']",0.49,0.755,174861,0.625,0.0,2,0.157,-7.114,1,0.0896,147.02,4,0.374,0.9738,0.9738,0.3935,Aroused
47,Arms,['The Paper Kites'],0.931,0.41,203560,0.141,0.0898,2,0.118,-18.564,1,0.0337,149.884,4,0.239,0.9883,0.9883,0.2588,Aroused
48,Favourite Ex,['Maisie Peters'],0.718,0.396,201694,0.177,0.0,5,0.139,-10.277,1,0.0378,177.215,3,0.221,-0.9388,-0.9388,0.2022,Aroused
49,17,['Julia Michaels'],0.458,0.774,182800,0.466,0.0,4,0.111,-6.869,1,0.0433,97.975,4,0.396,0.996,0.996,0.4159,Aroused
50,3 small words,['MisterWives'],0.029,0.646,193027,0.593,0.0,11,0.0343,-7.172,1,0.0298,98.949,4,0.88,0.8313,0.8313,0.8966,Aroused
51,24 Hours,['Shawn Mendes'],0.488,0.351,150782,0.368,0.00603,5,0.124,-8.132,1,0.0557,84.224,4,0.362,0.7565,0.7565,0.3771,Aroused
52,Love Of Your Life,['RAYE'],0.00161,0.632,196171,0.826,2.89e-06,10,0.146,-5.326,0,0.0699,111.886,4,0.474,0.9999,0.9999,0.494,Aroused
53,Love Me Back,"['RITUAL', 'Tove Styrke']",0.498,0.745,178233,0.664,8.15e-06,1,0.0777,-4.28,1,0.0613,108.067,4,0.468,0.9996,0.9996,0.488,Aroused
54,How Do You Sleep?,['Sam Smith'],0.153,0.477,202205,0.682,0.0,1,0.0763,-4.931,0,0.0925,110.567,5,0.345,0.9319,0.9319,0.3636,Aroused
55,No One Compares To You,['Jack & Jack'],0.123,0.703,184080,0.748,0.0,1,0.0642,-6.047,1,0.0435,111.943,4,0.625,-0.9609,-0.9609,0.6058,Aroused
56,Shivers,['Haris'],0.273,0.602,217621,0.674,0.0,11,0.209,-6.555,1,0.269,93.933,4,0.545,0.9761,0.9761,0.5645,Aroused
57,Lovely,"['Fly By Midnight', 'Betty Who']",0.143,0.548,176975,0.715,2.21e-06,0,0.218,-6.798,1,0.0511,159.924,4,0.393,0.9999,0.9999,0.413,Aroused
58,Fallin' All In You,['Shawn Mendes'],0.401,0.853,235747,0.477,0.0,8,0.111,-6.697,1,0.0362,92.03,4,0.8,0.9916,0.9916,0.8198,Aroused
59,Stay The Way I Left You (feat. Dahl),"['Josie Dunne', 'Dahl']",0.427,0.693,132582,0.393,0.0,7,0.15,-6.945,1,0.036,89.89,4,0.529,0.9854,0.9854,0.5487,Aroused
60,Head & Heart (feat. MNEK) - Acoustic,"['Joel Corry', 'MNEK']",0.801,0.488,218526,0.392,0.0,5,0.117,-8.441,0,0.032,94.834,4,0.338,0.7517,0.7517,0.353,Aroused
61,Stay Awake,['Dean Lewis'],0.311,0.727,185547,0.797,4.27e-05,11,0.0922,-7.956,0,0.0454,106.033,4,0.6,0.6575,0.6575,0.6131,Aroused
62,Slow Dance,"['AJ Mitchell', 'Ava Max']",0.214,0.692,178800,0.443,0.0,1,0.06,-5.671,1,0.0386,127.899,4,0.363,0.4983,0.4983,0.373,Aroused
63,Peer Pressure (feat. Julia Michaels),"['James Bay', 'Julia Michaels']",0.0299,0.631,176880,0.715,0.0,1,0.121,-6.083,0,0.0277,135.826,4,0.42,0.9611,0.9611,0.4392,Aroused
64,Can’t Imagine,['Shawn Mendes'],0.849,0.412,149769,0.162,2.16e-06,0,0.354,-14.356,1,0.146,179.63,5,0.375,-0.8323,-0.8323,0.3584,Aroused
65,Like No One Does,['Jake Scott'],0.352,0.8,158469,0.41,1.45e-06,10,0.107,-12.734,1,0.236,104.941,4,0.442,0.995,0.995,0.4619,Aroused
66,The Story Never Ends,['Lauv'],0.911,0.614,229029,0.126,0.0,9,0.148,-9.403,1,0.0376,119.945,4,0.351,0.7549,0.7549,0.3661,Aroused
67,Big Plans,"[""Why Don't We""]",0.0668,0.693,179930,0.604,0.0,11,0.114,-5.279,1,0.0427,75.014,4,0.651,0.9982,0.9982,0.671,Aroused
68,Mirage,['Elina'],0.794,0.515,164898,0.251,0.0,6,0.139,-11.646,0,0.0851,117.139,4,0.221,-0.9842,-0.9842,0.2013,Aroused
69,Say Something,['Kodaline'],0.0454,0.34,233999,0.354,0.0,4,0.167,-9.079,1,0.0306,103.838,4,0.216,-0.5605,-0.5605,0.2048,Aroused
70,I'll Wait,"['Kygo', 'Sasha Sloan']",0.148,0.611,215361,0.651,1.84e-05,1,0.105,-6.973,1,0.0587,122.983,4,0.357,0.9463,0.9463,0.3759,Aroused
71,Not Giving In,['Tom Walker'],0.632,0.471,228921,0.724,0.0,2,0.109,-7.174,0,0.0873,159.961,4,0.485,0.977,0.977,0.5045,Aroused
72,UN DIA (ONE DAY) (Feat. Tainy),"['J Balvin', 'Tainy', 'Dua Lipa', 'Bad Bunny']",0.00536,0.571,232253,0.693,0.0,6,0.173,-8.234,0,0.0545,168.169,4,0.393,0.906,0.906,0.4111,Aroused
73,Is It Really Me You're Missing,['Nina Nesbitt'],0.653,0.535,232800,0.297,0.0,6,0.118,-6.043,1,0.0665,147.569,4,0.0492,-0.8685,-0.8685,0.0318,Aroused
74,Butterflies,['James TW'],0.231,0.709,198053,0.666,7.93e-06,0,0.105,-7.306,0,0.123,99.943,4,0.502,-0.9468,-0.9468,0.4831,Aroused
75,Good Years,['ZAYN'],0.55,0.638,180120,0.411,0.0,2,0.141,-5.979,1,0.042,96.969,4,0.158,0.9954,0.9954,0.1779,Aroused
76,Soul Mate,['flora cash'],0.76,0.425,237781,0.372,0.00136,1,0.118,-11.794,1,0.0353,130.982,4,0.307,0.9627,0.9627,0.3263,Aroused
77,Leftover Love,"['Lucas Estrada', 'Pawl', 'Clara Mae']",0.0365,0.729,188725,0.793,2.22e-05,6,0.0422,-4.646,0,0.0406,107.038,4,0.63,,,0.63,Aroused
78,Somebody To You,['The Vamps'],0.0587,0.526,185098,0.818,0.0,3,0.333,-5.952,1,0.0358,171.96,4,0.896,0.9961,0.9961,0.9159,Aroused
79,I Should Probably Go To Bed,['Dan + Shay'],0.634,0.721,171827,0.277,0.0,1,0.112,-7.128,1,0.0365,131.935,4,0.309,0.9636,0.9636,0.3283,Aroused
80,Don't Go Far,['Charlie Cunningham'],0.902,0.622,219013,0.312,0.401,4,0.109,-16.105,1,0.0315,80.514,3,0.228,-0.7258,-0.7258,0.2135,Aroused
81,Ruin My Life,['Zara Larsson'],0.423,0.665,190932,0.699,0.0,11,0.0969,-5.265,1,0.0578,124.896,4,0.585,-0.999,-0.999,0.565,Aroused
82,Slide,['James Bay'],0.893,0.488,203867,0.227,3.25e-06,7,0.095,-8.098,1,0.0422,128.131,4,0.331,0.9024,0.9024,0.349,Aroused
83,All These Years,['Camila Cabello'],0.609,0.732,164373,0.436,0.0,1,0.108,-7.409,0,0.117,94.852,4,0.475,0.9956,0.9956,0.4949,Aroused
84,Dancing With A Stranger (with Normani),"['Sam Smith', 'Normani']",0.45,0.741,171030,0.52,1.97e-06,8,0.222,-7.513,1,0.0656,102.998,4,0.347,0.999,0.999,0.367,Aroused
85,Love on the Weekend,['John Mayer'],0.547,0.729,212627,0.546,0.00287,7,0.0651,-9.305,1,0.0285,119.941,4,0.406,0.9941,0.9941,0.4259,Aroused
86,Lose You To Love Me,['Selena Gomez'],0.576,0.505,206459,0.34,0.0,4,0.21,-9.005,1,0.0438,101.993,4,0.0916,0.9993,0.9993,0.1116,Aroused
87,Somebody Special,['Nina Nesbitt'],0.43,0.559,198658,0.379,0.0,5,0.0649,-7.217,0,0.0955,172.095,4,0.791,0.9966,0.9966,0.8109,Aroused
88,This Love,['Camila Cabello'],0.253,0.494,220072,0.502,4.37e-06,8,0.105,-5.75,1,0.0329,179.643,3,0.162,0.987,0.987,0.1817,Aroused
89,All Love Everything,['Aloe Blacc'],0.166,0.726,147947,0.562,0.0,4,0.0774,-8.226,1,0.0817,160.157,4,0.757,0.9983,0.9983,0.777,Aroused
90,If You Ever Want To Be In Love,['James Bay'],0.0276,0.683,238973,0.837,2.98e-05,0,0.0627,-5.46,1,0.0307,115.933,4,0.565,0.9908,0.9908,0.5848,Aroused
91,If I Didn't Have You,['BANNERS'],0.0914,0.628,225848,0.699,1.54e-05,5,0.0739,-7.772,1,0.0309,136.03,4,0.403,0.8969,0.8969,0.4209,Aroused
92,Nobody's Love,['Maroon 5'],0.31,0.486,211254,0.567,0.0,1,0.0949,-6.456,1,0.0379,93.68,4,0.154,0.9997,0.9997,0.174,Aroused
93,Better,['Askling'],0.337,0.634,193442,0.58,7.45e-06,7,0.108,-7.549,0,0.0531,76.949,4,0.344,0.9994,0.9994,0.364,Aroused
94,Before You Go,['Lewis Capaldi'],0.604,0.459,215107,0.575,0.0,3,0.0885,-4.858,1,0.0573,111.881,4,0.183,-0.9937,-0.9937,0.1631,Aroused
95,Heal Me,['Grace Carter'],0.109,0.504,189235,0.448,2.45e-05,7,0.102,-6.581,0,0.0291,84.172,4,0.357,0.9718,0.9718,0.3764,Aroused
96,Alone,['Jessie Ware'],0.36,0.423,216867,0.621,1.13e-06,8,0.183,-7.357,1,0.064,115.321,5,0.176,-0.9386,-0.9386,0.1572,Aroused
97,Patient,['Charlie Puth'],0.752,0.675,190533,0.604,0.0,1,0.111,-6.266,1,0.193,168.034,4,0.456,0.9899,0.9899,0.4758,Aroused
98,Somebody,['Dagny'],0.00178,0.721,194373,0.763,0.000238,5,0.0945,-4.748,1,0.0382,117.981,4,0.436,-0.9536,-0.9536,0.4169,Aroused
99,7 Minutes,['Dean Lewis'],0.526,0.613,211453,0.739,0.0,10,0.149,-6.478,1,0.0311,104.966,4,0.712,0.9996,0.9996,0.732,Aroused
