,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
70,21,['Will Paquin'],0.388,0.33,155730,0.447,0.000844,4,0.147,-11.588,1,0.0347,111.167,3,0.35,-0.7757,-0.7757,0.3345,Sad
71,i was all over her,['salvia palth'],0.788,0.529,161463,0.353,0.853,7,0.116,-12.835,1,0.0292,104.557,4,0.0601,0.8574,0.8574,0.0772,Sad
72,Emotionless,['Crisaunt'],0.483,0.701,148402,0.508,0.00526,6,0.129,-9.391,0,0.0455,83.974,4,0.539,-0.8977,-0.8977,0.521,Sad
73,Paradise,['Hashir'],0.879,0.63,166054,0.32,0.478,4,0.0894,-15.503,1,0.0704,166.058,4,0.233,0.7503,0.7503,0.248,Sad
74,upside down,"['nothing,nowhere.']",0.16,0.7,187274,0.696,0.0379,1,0.1,-6.513,1,0.0328,124.002,4,0.336,-0.9888,-0.9888,0.3162,Sad
75,Sleep Thru Ur Alarms,['Lontalius'],0.302,0.612,112864,0.344,0.296,11,0.115,-14.066,0,0.0269,97.479,3,0.0691,-0.9618,-0.9618,0.0499,Sad
76,Maybe the Problem Is Me,['dexter'],0.987,0.616,133091,0.219,0.000839,7,0.125,-11.807,1,0.087,147.924,4,0.47,0.9338,0.9338,0.4887,Sad
77,Apocalypse,['Cigarettes After Sex'],0.0194,0.369,290147,0.467,0.46,5,0.109,-9.018,1,0.0274,94.473,4,0.174,0.4588,0.4588,0.1832,Sad
78,CAUSEWAY,['Zack Villere'],0.285,0.614,204000,0.577,0.00162,5,0.953,-9.165,1,0.0601,145.147,4,0.253,0.9756,0.9756,0.2725,Sad
79,Silhouette,['Sky McCreery'],0.912,0.658,179764,0.249,0.00238,9,0.0893,-14.812,1,0.0794,118.007,4,0.0391,-0.9776,-0.9776,0.0195,Sad
80,Care (with Omar Apollo),"['benny blanco', 'Omar Apollo']",0.759,0.618,290466,0.215,0.00962,2,0.109,-12.8,1,0.04,90.004,4,0.214,0.9123,0.9123,0.2322,Sad
81,Thoughts of the Night,['INNR CIRCLE'],0.755,0.657,232258,0.44,7.07e-05,1,0.22,-9.227,0,0.0522,91.96,4,0.644,-0.9569,-0.9569,0.6249,Sad
82,Butterfly's Repose,['Zabawa'],0.974,0.3,309080,0.0177,0.00764,0,0.106,-27.293,1,0.0422,120.492,3,0.0896,0.9803,0.9803,0.1092,Sad
83,Sick of This,['Just Big Hills'],0.407,0.848,233846,0.209,0.874,6,0.202,-22.79,1,0.082,116.953,4,0.623,-0.8126,-0.8126,0.6067,Sad
84,Coffee,['beabadoobee'],0.982,0.532,126825,0.137,0.962,9,0.112,-18.208,1,0.0717,118.734,4,0.301,0.9788,0.9788,0.3206,Sad
85,Be My Mistake,['The 1975'],0.835,0.572,256689,0.155,0.000137,6,0.0906,-14.405,1,0.0344,109.923,3,0.0949,-0.6806,-0.6806,0.0813,Sad
86,Baby You're Worth It,['Kina'],0.685,0.695,130926,0.253,0.14,2,0.105,-15.884,1,0.0461,120.033,4,0.264,-0.8431,-0.8431,0.2471,Sad
87,Lonely,['Ralph Castelli'],0.944,0.547,260000,0.316,0.0956,4,0.0888,-14.575,1,0.0474,120.022,4,0.161,0.5574,0.5574,0.1721,Sad
88,Summer Nites,['Sptmbr209'],0.922,0.764,192712,0.287,0.147,10,0.112,-14.617,1,0.0535,131.966,4,0.297,,,0.297,Sad
89,minor,['Gracie Abrams'],0.856,0.705,160507,0.281,0.0,2,0.117,-7.991,1,0.0863,84.882,4,0.211,0.8808,0.8808,0.2286,Sad
90,Insane,['Sky McCreery'],0.508,0.806,166390,0.405,0.0915,6,0.104,-11.277,0,0.0727,119.961,4,0.329,0.9809,0.9809,0.3486,Sad
91,the way that you see me (feat. Ayleen Valentine),"['Powfu', 'Rxseboy', 'Sarcastic Sounds', 'Ayleen Valentine']",0.708,0.548,182417,0.341,0.0,0,0.121,-11.667,0,0.397,71.573,4,0.34,0.9781,0.9781,0.3596,Sad
92,I think I love u,['Lemonah'],0.957,0.845,128021,0.125,0.745,5,0.0609,-14.871,0,0.0894,89.971,4,0.787,0.9001,0.9001,0.805,Sad
93,Was I Not Good Enough?,"['omarr', 'Mia Smith']",0.943,0.642,145669,0.251,0.0013,1,0.265,-13.259,1,0.0633,127.024,4,0.111,0.8241,0.8241,0.1275,Sad
94,It'sNotOver,['CHLOBOCOP'],0.856,0.744,156861,0.359,0.0749,4,0.11,-11.596,0,0.0377,95.017,4,0.136,-0.963,-0.963,0.1167,Sad
95,I'll Keep You Safe,"['Formal Chicken', 'Snuggles', 'Lofi Fruits Music']",0.816,0.662,126055,0.463,0.278,4,0.236,-9.91,0,0.0639,180.253,4,0.311,0.9999,0.9999,0.331,Sad
96,Town I Called My Home,['yaeow'],0.816,0.554,139200,0.295,0.541,0,0.103,-13.619,1,0.098,200.144,4,0.206,-0.9828,-0.9828,0.1863,Sad
97,Losing My Mind,"['Adam Youngman', 'Monty Datta']",0.793,0.71,175138,0.371,0.659,8,0.404,-11.315,1,0.112,147.976,4,0.269,-0.9158,-0.9158,0.2507,Sad
98,FOR THE REST OF MY LIFE,['Zack Villere'],0.388,0.766,193294,0.661,0.0214,2,0.124,-10.618,1,0.105,127.99,3,0.468,0.9738,0.9738,0.4875,Sad
99,all i want is you,"['Aidan', 'yaeow']",0.736,0.628,132021,0.42,0.00663,3,0.221,-13.711,1,0.0301,119.925,4,0.659,0.8957,0.8957,0.6769,Sad
